prob0,prob1,prob2,prob3,actual0,actual1,actual2,actual3,predicted0,predicted1,predicted2,predicted3,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,distance_man,distance_cosine,distance_euclidean,distance_minkowski
0.029704,0.494970,0.440598,0.034728,0,1,0,0,0,0,1,0,0.165149,1.494317,3.424366,-1.384027,0.367875,0.328663,-2.866128,-0.359907,-0.595698,10.986130,0.961573,24.844501,4.984426
0.811512,0.027217,0.028491,0.132780,1,0,0,0,1,0,0,0,1.426112,1.050979,0.479498,-0.238522,1.835544,-1.191022,1.280147,-1.808506,0.612057,9.922387,0.687312,13.497003,3.673827
0.779694,0.025016,0.005461,0.189829,1,0,0,0,1,0,0,0,-0.682355,-1.183318,-1.274466,0.440558,1.288385,-0.925626,-0.767657,-0.201060,-1.016518,7.779943,1.513746,7.863955,2.804274
0.107558,0.050971,0.040031,0.801440,0,0,0,1,0,0,0,1,-0.396784,-1.936220,0.934203,0.183810,-0.295382,-0.792695,-0.056710,2.436435,0.688460,7.720699,0.926198,11.941931,3.455710
0.015127,0.072870,0.863720,0.048283,0,0,1,0,0,0,1,0,1.661481,-0.876353,2.025299,-0.066508,0.552612,0.528633,-1.215501,-0.172771,-0.594068,7.693226,0.806520,10.079815,3.174872
0.107454,0.036923,0.757639,0.097984,0,0,1,0,0,0,1,0,-1.131405,0.975383,1.451693,-0.927160,1.665727,0.308565,-0.591656,-0.271525,-0.853805,8.176919,0.931304,9.221112,3.036628
0.204356,0.241716,0.152675,0.401253,0,1,0,0,0,0,0,1,0.074401,-1.061377,0.853441,1.544726,0.372342,-1.016127,-1.228956,-0.383405,-0.433339,6.968114,1.158109,7.262864,2.694970
0.457070,0.050266,0.010323,0.482340,1,0,0,0,0,0,0,1,1.284958,-2.174314,0.067361,-1.345188,0.641104,-1.714251,-0.933704,-0.457353,-0.330520,8.948753,1.463518,12.732716,3.568293
0.060274,0.049401,0.777453,0.112873,0,0,1,0,0,0,1,0,0.112418,-1.433605,-0.439746,-0.557858,-1.761337,0.261428,1.915988,-3.232377,-0.014169,9.728926,1.385129,19.862568,4.456744
0.045908,0.136706,0.763385,0.054001,0,0,1,0,0,0,1,0,0.767277,-1.010038,-1.163485,0.164136,-0.593197,0.476812,0.301974,-0.103984,-1.279123,5.860026,1.353005,5.306918,2.303675
0.032691,0.886440,0.060846,0.020023,0,1,0,0,0,1,0,0,0.286924,-0.299180,-1.317636,-0.515305,-1.582725,1.625404,-0.815130,1.843298,0.725764,9.011366,1.004693,11.909412,3.451002
0.451755,0.191677,0.039978,0.316590,0,0,0,1,1,0,0,0,0.924754,-0.563643,-0.215105,0.321416,0.566282,-1.354365,-1.356116,0.880690,-0.562034,6.744405,1.178837,6.407969,2.531397
0.015742,0.019878,0.903054,0.061326,0,0,1,0,0,0,1,0,0.254077,-0.761286,0.011477,0.250387,-1.347876,-0.046726,1.952791,0.162916,0.563211,5.350747,0.866034,6.683031,2.585156
0.018595,0.074241,0.881619,0.025545,0,0,1,0,0,0,1,0,-0.642843,-0.301863,-1.936382,1.309980,-0.284132,0.204205,0.474939,1.533568,-1.235720,7.923632,1.091678,10.196824,3.193247
0.022833,0.030867,0.904751,0.041549,0,0,1,0,0,0,1,0,1.021801,-2.338498,0.627298,2.027990,-2.215101,-0.911735,1.968363,-1.140852,1.247883,13.499521,0.980251,23.490038,4.846652
0.723813,0.074747,0.079343,0.122096,1,0,0,0,1,0,0,0,1.376963,3.302712,1.814116,0.734115,1.436509,0.732675,1.633802,0.410032,1.412109,12.853033,0.126657,24.065733,4.905684
0.008435,0.977944,0.011884,0.001737,0,1,0,0,0,1,0,0,1.105190,0.687727,-0.280277,-0.988617,-1.125521,0.305628,-0.506740,0.456943,0.360152,5.816795,0.997774,4.705830,2.169292
0.088741,0.415696,0.312837,0.182726,0,0,1,0,0,1,0,0,-0.433847,-1.090445,-1.553452,-1.231848,-0.838775,1.005197,0.395327,0.312054,-1.183627,8.044572,1.522748,8.676555,2.945599
0.019812,0.025100,0.914214,0.040874,0,0,1,0,0,0,1,0,0.764470,-1.873811,0.161390,-0.344506,-1.756942,0.642932,1.576289,-1.252465,1.328648,9.701453,1.068254,13.559181,3.682279
0.236971,0.183569,0.431065,0.148395,0,0,1,0,0,0,1,0,2.176698,-0.750218,-1.303112,-2.480474,-0.876859,-1.174844,0.895566,-1.181182,-0.475071,11.314024,1.409307,17.723755,4.209959
0.013810,0.115490,0.743569,0.127131,0,0,1,0,0,0,1,0,1.006335,-0.779380,1.537071,1.447540,0.160637,0.939614,-1.368355,0.795619,1.294248,9.328799,0.497934,11.167264,3.341746
0.020203,0.026939,0.876341,0.076518,0,0,1,0,0,0,1,0,0.194468,-0.706666,-0.735365,-1.078788,-1.573138,0.210831,2.310239,0.279257,-0.397368,7.486120,1.155178,10.334043,3.214661
0.044984,0.041188,0.896530,0.017298,0,0,1,0,0,0,1,0,0.138382,2.113761,0.517826,0.494461,0.552152,0.439857,0.135741,-1.119689,0.469485,5.981354,0.528241,6.990662,2.643986
0.134910,0.450988,0.262278,0.151825,0,1,0,0,0,0,1,0,-1.828414,-1.914576,-0.497818,1.097088,-1.990815,0.795976,-1.545741,-0.722116,2.942551,13.335095,1.246103,24.626419,4.962501
0.364513,0.007275,0.002218,0.625994,0,0,0,1,0,0,0,1,-0.285949,-1.230596,-0.732087,-1.718448,1.175010,-0.018032,0.355558,-0.491355,0.397027,6.404062,1.321320,6.991604,2.644164
0.786725,0.012413,0.008638,0.192224,1,0,0,0,1,0,0,0,-0.894510,-0.736194,-0.245383,-0.852058,1.175246,-1.036235,-0.146389,-0.657802,-2.151211,7.895028,1.594483,9.665174,3.108886
0.014597,0.793150,0.188029,0.004224,0,1,0,0,0,1,0,0,0.893419,0.078330,-0.175969,0.030166,-0.757700,0.892112,-0.695706,-0.871159,-1.301230,5.695791,1.280426,5.142306,2.267665
0.029372,0.031117,0.912554,0.026957,0,0,1,0,0,0,1,0,-0.882381,2.664998,-2.568942,-0.278208,1.539024,-1.101179,-0.307688,-0.655122,1.260481,11.258023,1.024371,20.251532,4.500170
0.083411,0.354758,0.543662,0.018169,0,1,0,0,0,0,1,0,1.840599,0.659122,0.492486,-0.311613,0.097799,0.435934,-0.447523,-0.754628,0.043859,5.083563,0.697506,5.133159,2.265647
0.082787,0.873005,0.014411,0.029797,0,1,0,0,0,1,0,0,-0.604157,-1.321682,-0.178754,0.695237,0.076466,1.203020,-1.225173,0.113494,0.357418,5.775401,1.123204,5.721938,2.392057
0.014476,0.950568,0.028989,0.005966,0,1,0,0,0,1,0,0,0.285424,0.090433,-2.852860,1.324791,-2.584510,-1.383225,-0.310471,1.168420,-0.414880,10.415014,1.346776,20.210253,4.495581
0.011591,0.039888,0.907003,0.041518,0,0,1,0,0,0,1,0,0.020135,-1.135267,-1.982151,0.679799,-1.265279,1.163283,1.219869,-0.066372,0.985370,8.517525,1.038084,11.097884,3.331349
0.011954,0.015290,0.959167,0.013589,0,0,1,0,0,0,1,0,1.826810,-1.444686,-1.136123,0.447612,-1.716046,-0.536827,1.784116,-0.194971,-1.158342,10.245533,1.184977,14.711321,3.835534
0.012040,0.967119,0.014011,0.006830,0,1,0,0,0,1,0,0,-0.395592,0.762686,0.531846,-1.068827,-3.177590,-1.217304,-0.696202,-0.043451,0.083230,7.976728,1.461273,14.235854,3.773043
0.510202,0.023983,0.035002,0.430814,1,0,0,0,1,0,0,0,0.416189,0.493574,0.759715,0.443648,1.191121,-0.723780,1.313271,-0.395556,2.204890,7.941744,0.395085,9.876131,3.142631
0.111213,0.015742,0.165979,0.707066,0,0,0,1,0,0,0,1,-0.626163,0.342999,-1.180707,2.057532,1.652129,-0.243442,1.477243,0.141045,-0.777695,8.498955,0.723343,11.732980,3.425344
0.449395,0.041924,0.008094,0.500588,1,0,0,0,0,0,0,1,-0.584811,-2.958477,-0.257765,1.094692,0.647014,0.386362,-0.415201,-0.904650,-0.439488,7.688460,1.328756,12.111219,3.480118
0.028802,0.036181,0.909287,0.025729,0,0,1,0,0,0,1,0,-2.372869,3.143424,-0.928764,-0.747558,1.098309,1.166602,-0.665579,0.417034,-1.158504,11.698643,1.003447,21.459354,4.632424
0.024739,0.141289,0.796926,0.037046,0,0,1,0,0,0,1,0,0.884920,-0.345223,1.414106,1.628794,0.881756,1.068864,-2.387137,-1.673752,-0.599697,10.884249,0.928029,16.334397,4.041584
0.390505,0.243345,0.016148,0.350002,1,0,0,0,1,0,0,0,0.292766,-1.852291,-0.591803,0.416989,0.543867,-2.177376,-1.155565,0.913463,-0.577421,8.521541,1.410159,11.580722,3.403046
0.423821,0.243782,0.264657,0.067741,1,0,0,0,1,0,0,0,0.799959,1.179642,-0.447383,0.404785,0.886986,0.254697,-1.888725,0.640819,-0.075433,6.578429,0.782404,7.230728,2.689001
0.242371,0.005769,0.006583,0.745277,0,0,0,1,0,0,0,1,1.364388,-0.980457,-0.753102,-0.693317,2.477959,0.672069,-0.103741,0.227816,-0.697799,7.970648,0.847940,11.012245,3.318470
0.202410,0.010365,0.014566,0.772659,0,0,0,1,0,0,0,1,0.429881,-1.031523,0.401176,-0.212698,3.383338,0.355929,-0.282747,-0.514598,-2.028477,8.640367,0.960123,17.488157,4.181884
0.872145,0.028843,0.025770,0.073242,1,0,0,0,1,0,0,0,-1.458251,3.168208,1.951783,-0.806294,1.882969,-0.445027,1.996667,0.536205,0.998609,13.244013,0.484880,25.638641,5.063461
0.279604,0.014230,0.020612,0.685554,0,0,0,1,0,0,0,1,-1.182301,-0.975743,0.085827,-0.485922,2.059603,0.638739,0.454088,-1.731240,-1.942421,9.555884,1.272204,14.219736,3.770906
0.017076,0.932634,0.043914,0.006376,0,1,0,0,0,1,0,0,-0.466848,0.532880,-1.948359,-0.918062,-0.862935,0.116340,-0.150660,0.251916,-0.502915,5.750915,1.526987,6.238124,2.497624
0.153740,0.169644,0.336459,0.340158,0,0,1,0,0,0,1,0,-0.738035,-2.103607,3.079443,2.576483,3.059069,-0.608755,-3.206244,-0.056445,-0.426652,15.854733,0.918279,41.284796,6.425325
0.288954,0.415757,0.011653,0.283636,1,0,0,0,1,0,0,0,-0.382676,-2.343859,-0.980239,0.345932,0.678060,0.618155,-1.157756,0.684191,1.379493,8.570361,1.115030,11.274052,3.357685
0.130131,0.012289,0.807877,0.049703,0,0,1,0,0,0,1,0,-0.206305,1.599555,1.190698,2.073296,1.226789,-0.104022,1.171220,1.561855,-0.385618,9.519358,0.270538,13.793136,3.713911
0.258365,0.022579,0.363447,0.355609,1,0,0,0,0,0,1,0,0.075139,1.131868,0.081860,1.013437,2.537977,1.060177,-0.245820,0.907633,-0.487399,7.541310,0.389664,11.007612,3.317772
0.427674,0.016158,0.007114,0.549054,1,0,0,0,0,0,0,1,0.308014,-0.978484,-0.381285,0.190906,1.224238,0.048744,-0.040074,1.807719,-0.017789,4.997253,0.705914,6.005032,2.450517
0.101747,0.098767,0.534529,0.264958,0,0,1,0,0,0,1,0,-1.052644,-0.770687,-0.638400,0.407228,-0.664133,0.220594,0.760132,-0.914026,-1.154114,6.581958,1.540459,5.510365,2.347417
0.826807,0.032832,0.066387,0.073975,1,0,0,0,1,0,0,0,0.748669,2.774990,1.451176,0.981058,0.996286,0.287463,1.657998,-1.141657,0.030858,10.070155,0.360189,16.457972,4.056843
0.294898,0.009438,0.003660,0.692004,1,0,0,0,0,0,0,1,-0.425164,-3.075813,0.345718,-0.254096,0.709692,0.905249,0.376809,-0.209736,0.144762,6.447039,1.146654,11.355544,3.369799
0.006603,0.789877,0.199355,0.004165,0,1,0,0,0,1,0,0,1.833288,0.575223,0.731962,0.376194,-2.116631,0.185970,-0.727167,-0.437875,0.453091,7.437401,0.906977,9.809626,3.132032
0.010057,0.701258,0.271811,0.016874,0,1,0,0,0,1,0,0,0.535130,-0.162465,0.283269,1.268969,-1.465457,-0.648413,-0.093172,0.642826,0.894977,5.994678,0.826117,5.794176,2.407110
0.015474,0.950082,0.026127,0.008317,0,1,0,0,0,1,0,0,0.433112,-1.498789,-1.636570,-0.305279,-2.344524,-1.252335,-1.297168,-0.712527,-0.435661,9.915965,1.788106,14.650787,3.827635
0.115237,0.045405,0.039162,0.800196,0,0,0,1,0,0,0,1,1.243805,-1.723052,1.646690,0.073969,1.657935,-0.004998,-1.234997,-0.473875,0.973616,9.032937,0.797885,12.679495,3.560828
0.016463,0.047729,0.790991,0.144818,0,0,1,0,0,0,1,0,0.647441,-0.228793,2.725940,-0.318746,1.346944,0.057687,-1.524039,1.735775,-0.243490,8.828855,0.641210,15.216357,3.900815
0.814604,0.039876,0.037736,0.107784,1,0,0,0,1,0,0,0,-1.211176,0.997043,2.176081,-1.179187,-0.571969,-0.879785,2.907968,-1.899219,1.678576,13.501004,0.864269,24.568951,4.956708
0.678714,0.017182,0.010400,0.293704,1,0,0,0,1,0,0,0,-0.116871,0.296228,1.055156,-0.474677,1.498558,0.653183,1.662572,0.256920,1.442852,7.457017,0.303840,9.024382,3.004061
0.504572,0.027110,0.105858,0.362460,1,0,0,0,1,0,0,0,0.478242,-1.046924,-0.436726,1.012562,1.018135,0.412893,0.238434,-1.776203,-1.068744,7.488863,1.136821,8.101818,2.846369
0.140833,0.022523,0.041063,0.795582,0,0,0,1,0,0,0,1,0.057907,-1.453681,-0.282928,0.979543,0.300373,0.142927,1.242399,0.723709,1.409746,6.593213,0.615643,7.321440,2.705816
0.030762,0.908875,0.054302,0.006061,0,1,0,0,0,1,0,0,0.286175,0.331985,1.042677,-1.007059,0.174123,2.132082,-0.691417,-0.747973,0.796333,7.209824,0.735740,8.541213,2.922535
0.004950,0.039520,0.931417,0.024113,0,0,1,0,0,0,1,0,0.202399,-0.931635,-1.398729,1.037941,-1.165865,-0.297151,1.216454,-0.189886,-0.011118,6.451178,1.195030,6.906154,2.627956
0.154556,0.023833,0.026455,0.795156,0,0,0,1,0,0,0,1,0.547210,-0.287521,0.883075,-0.846412,1.986590,-0.575046,-1.859770,1.706817,-0.586629,9.279070,0.910034,12.871662,3.587710
0.858459,0.009592,0.024210,0.107739,1,0,0,0,1,0,0,0,-0.747465,1.468957,1.342096,-0.763233,2.054721,-0.797785,1.698142,0.383858,0.240561,9.496818,0.549680,13.047527,3.612136
0.647121,0.014032,0.002456,0.336391,1,0,0,0,1,0,0,0,0.055388,-1.037208,0.263055,-0.852146,0.918875,-1.302660,-0.429178,-0.001540,-0.134926,4.994976,1.390946,4.617874,2.148924
0.437222,0.072175,0.123651,0.366951,0,0,0,1,1,0,0,0,-0.455223,-0.434417,1.063121,-0.048225,0.342350,-1.377201,-0.255959,-0.487270,-0.783141,5.246907,1.384546,4.458641,2.111549
0.086925,0.039025,0.091512,0.782539,0,0,0,1,0,0,0,1,0.959423,-0.066178,1.566994,0.939551,0.505720,0.114147,0.325652,0.668930,3.112515,8.259110,0.295211,14.773147,3.843585
