prob0,prob1,prob2,prob3,actual0,actual1,actual2,actual3,predicted0,predicted1,predicted2,predicted3,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9
0.516092,0.165282,0.162559,0.156067,1,0,0,0,1,0,0,0,0.352189,0.655822,-1.072144,1.061798,-0.414624,0.618878,0.208913,0.690184,-0.270753,-1.804315
0.203639,0.357257,0.385450,0.053654,0,1,0,0,0,0,1,0,-1.512868,0.157823,-1.208657,-0.699943,1.373554,-0.775792,-0.707976,1.798482,-0.461406,-0.547301
0.364018,0.137035,0.165752,0.333196,0,0,0,1,1,0,0,0,-0.628879,-0.236706,0.235994,1.540908,-2.283589,-1.273925,2.205395,0.977923,0.159914,0.126277
0.044872,0.396952,0.384365,0.173811,0,1,0,0,0,1,0,0,-0.913135,1.313853,2.804417,0.810546,1.216041,-0.879078,2.216721,-1.944862,-0.168219,0.787229
0.340621,0.495664,0.098533,0.065182,0,1,0,0,0,1,0,0,-0.902665,0.941060,0.073687,-0.141818,-2.018003,0.241990,-2.032605,0.241005,0.087551,0.246569
0.116491,0.545620,0.195282,0.142607,0,1,0,0,0,1,0,0,0.822062,1.079984,-1.201084,0.173241,0.929130,1.797659,-0.439806,0.367065,1.477517,-1.722715
0.062950,0.552459,0.248356,0.136235,0,1,0,0,0,1,0,0,-0.478676,-1.004023,-2.748282,-0.587258,2.024090,0.874835,0.930393,0.552131,0.364419,1.010220
0.140859,0.031858,0.795593,0.031690,0,0,1,0,0,0,1,0,-0.601201,-2.174619,2.243202,0.426316,1.635887,1.365602,-1.513709,-0.006448,-0.457303,-0.064018
0.099673,0.485010,0.276716,0.138601,0,1,0,0,0,1,0,0,-0.735585,-1.290207,-1.707102,0.768597,1.430517,-0.783435,-0.211064,0.907943,0.958094,-1.590293
0.146011,0.416336,0.111384,0.326269,0,0,0,1,0,1,0,0,0.831328,-0.240036,0.841072,-0.825776,-0.805479,-1.477703,0.970438,-0.561617,1.231676,-1.152593
0.154444,0.300415,0.126082,0.419059,0,0,0,1,0,0,0,1,-0.626623,0.892807,0.625708,0.682339,-2.149998,0.240993,0.060131,-0.578330,3.050618,-1.937521
0.121011,0.330622,0.129241,0.419126,0,1,0,0,0,0,0,1,1.055597,0.930789,0.646537,-3.232469,-0.711758,-0.056886,-0.585026,-0.790754,0.564019,-1.900405
0.170887,0.381549,0.303606,0.143958,0,1,0,0,0,1,0,0,-1.997609,-0.382850,-2.506191,0.046999,1.607172,-0.915938,-0.145319,-0.252822,1.431799,-0.264171
0.268630,0.189024,0.322598,0.219748,0,0,0,1,0,0,1,0,-0.480706,-0.050085,1.207640,0.907857,0.676335,1.268914,0.043590,0.481817,3.940450,-0.212028
0.161538,0.454873,0.106700,0.276888,0,0,0,1,0,1,0,0,1.257488,-0.143879,-0.856308,0.645779,0.355354,0.493839,0.340010,-0.765226,0.560443,-0.899763
0.027564,0.821876,0.141865,0.008696,0,1,0,0,0,1,0,0,-0.227775,0.497314,-2.787298,0.220878,2.817795,2.114930,-1.615066,2.355531,-1.091990,0.118229
0.137342,0.228140,0.418919,0.215599,0,0,1,0,0,0,1,0,0.608724,2.097726,3.239221,0.657403,1.798654,0.599250,-1.037428,-0.378085,-1.982423,-0.184356
0.543037,0.140165,0.170503,0.146296,1,0,0,0,1,0,0,0,0.265820,0.147143,-0.336974,-1.527418,-3.045466,0.461959,0.409967,0.097379,-0.217849,-1.004581
0.070135,0.214596,0.106700,0.608569,0,0,0,1,0,0,0,1,0.130448,-0.532885,-0.834908,1.133088,-0.640442,1.215886,-0.075619,-0.690827,1.751667,0.633487
0.166315,0.114018,0.644439,0.075228,0,0,1,0,0,0,1,0,1.613831,-0.217683,2.431611,-1.680820,2.193609,0.260108,-0.580739,-0.012782,-2.654560,2.353997
0.101926,0.580881,0.267376,0.049817,0,0,1,0,0,1,0,0,-0.791961,-0.562170,-1.923388,-2.229363,1.621016,2.103326,-0.382584,3.260202,-1.852981,-0.858219
0.100164,0.362901,0.351003,0.185931,0,1,0,0,0,1,0,0,-0.788534,0.650920,-1.845772,-1.864416,1.114111,-0.545683,-0.084563,-0.186650,1.224267,-0.664017
0.027907,0.212890,0.614296,0.144907,0,0,1,0,0,0,1,0,-0.654967,-0.730684,1.127642,-0.464134,0.399186,-0.571964,-1.650114,-1.723433,0.080558,-0.393984
0.472763,0.173966,0.178559,0.174712,0,1,0,0,1,0,0,0,-1.276276,0.019151,-0.086115,0.295786,-1.666393,-1.017763,-0.240394,0.173364,-1.402162,-1.811494
0.413104,0.237234,0.162510,0.187151,0,1,0,0,1,0,0,0,-0.227515,0.038758,0.657396,0.978651,-0.486030,-0.425757,0.173967,-0.212930,-2.690710,-1.630194
0.057209,0.425310,0.120012,0.397469,0,1,0,0,0,1,0,0,-0.474613,-0.101294,1.943159,0.252816,-0.467663,-0.182027,0.252128,-1.018077,0.570612,-2.165978
0.135419,0.253125,0.340131,0.271325,0,1,0,0,0,0,1,0,1.118437,0.035004,-2.179762,-1.514547,1.306316,1.276299,0.222875,-0.528000,2.591857,-1.630074
0.289557,0.193903,0.075675,0.440864,0,1,0,0,0,0,0,1,-1.036217,2.056733,0.702725,-0.300932,-0.628302,-1.134375,-1.112268,0.036544,2.826910,0.641599
0.111713,0.384100,0.103440,0.400746,0,0,0,1,0,0,0,1,0.228247,-1.725266,3.345711,0.438744,-1.361540,0.503985,1.032889,-0.487775,2.718720,-1.279792
0.049107,0.424000,0.296000,0.230893,0,1,0,0,0,1,0,0,2.313049,-1.038424,-0.702110,1.640555,-0.025728,-0.316862,-0.249353,-1.158327,3.166386,-2.376266
0.128118,0.299537,0.269261,0.303084,0,0,0,1,0,0,0,1,-0.044535,0.483997,0.337198,-0.402848,0.416507,0.881150,-0.312452,-0.321954,1.523624,0.817929
0.294705,0.047243,0.626362,0.031690,0,0,1,0,0,0,1,0,0.431410,-2.414996,1.745161,1.011327,1.561220,1.561482,-1.788425,0.650762,-0.681894,-0.314859
0.225661,0.211506,0.179271,0.383562,0,1,0,0,0,0,0,1,-0.330749,-1.235693,0.063883,-1.033452,-0.539617,0.477170,-0.051285,-0.628886,0.129420,0.360404
0.091459,0.230339,0.478220,0.199982,0,0,1,0,0,0,1,0,0.676470,-0.887658,0.133419,-1.073565,0.058371,0.643870,1.587327,-2.515269,-1.525925,1.370689
0.325451,0.229689,0.200852,0.244007,0,0,0,1,1,0,0,0,-1.018500,0.081194,1.728946,-1.586578,-0.089799,-0.127817,0.246793,1.086981,2.983509,-1.212895
0.139370,0.139134,0.636495,0.085000,0,0,1,0,0,0,1,0,1.710075,0.857515,3.839225,-0.480101,2.883376,0.251768,1.632217,0.554882,-2.984061,1.941314
0.177466,0.139134,0.588876,0.094524,0,0,1,0,0,0,1,0,0.471131,1.073987,1.921019,-0.613858,1.304954,-0.272101,-0.713807,0.644728,-1.706098,0.652692
0.368631,0.345866,0.115749,0.169754,0,1,0,0,1,0,0,0,-0.761199,-0.897161,-2.109691,1.613599,-3.108153,0.301230,0.497100,1.230960,-3.155333,-0.067394
0.262340,0.413649,0.197339,0.126672,0,1,0,0,0,1,0,0,-1.272317,0.174589,2.884737,-0.084443,-0.843854,-1.038752,-0.435509,-1.638895,-1.510132,-1.170429
0.088285,0.262844,0.341842,0.307030,0,0,1,0,0,0,1,0,-1.027582,-1.075384,1.332124,1.000988,0.981243,2.329600,-0.849173,-0.584794,0.842358,0.868018
0.104177,0.223106,0.115211,0.557506,0,0,0,1,0,0,0,1,-0.565342,-0.270390,-0.843144,0.454264,-2.335643,-1.411524,0.113227,-1.259406,1.314528,-0.162516
0.160501,0.097930,0.675950,0.065619,1,0,0,0,0,0,1,0,-1.782313,-0.107299,1.369700,1.191646,0.946778,-0.506661,-0.665668,1.252383,-2.024315,1.955244
0.362573,0.315702,0.205271,0.116454,1,0,0,0,1,0,0,0,-0.659102,-0.579299,-1.845084,0.522778,0.737368,1.150671,0.127841,1.334743,-0.807595,0.911166
0.334792,0.284757,0.159624,0.220827,0,0,0,1,1,0,0,0,1.047652,-0.253950,1.086120,1.178352,0.171827,-0.141951,1.260513,-0.001830,0.485124,-1.654748
0.061872,0.292572,0.152155,0.493402,0,0,0,1,0,0,0,1,-0.318136,-0.870943,1.681961,-2.847907,-1.130734,-0.619551,-1.151766,-1.007708,0.322736,0.578783
0.287911,0.272767,0.191809,0.247512,1,0,0,0,1,0,0,0,-1.127811,-1.238729,0.422422,0.034787,-3.232204,0.660933,0.402835,-0.653135,-2.874922,0.006542
0.154716,0.152623,0.159328,0.533333,0,0,0,1,0,0,0,1,0.802288,-0.881241,-0.689718,1.707586,-0.697303,-0.562088,0.332042,-1.106667,-0.067781,0.272627
0.171873,0.293674,0.309429,0.225024,0,0,1,0,0,0,1,0,-0.209323,0.276873,0.072524,0.371055,0.097876,-0.080112,0.038228,-2.062118,-1.432706,-0.799434
0.044872,0.487810,0.099954,0.367364,0,1,0,0,0,1,0,0,0.450678,-0.678602,-2.310166,0.205062,1.102548,-1.346356,0.561362,-1.147431,2.085481,-0.691732
0.191708,0.341450,0.192063,0.274778,0,0,0,1,0,1,0,0,-1.047848,0.628887,-1.241662,-1.629399,0.123647,0.105896,-0.349290,-0.872858,0.739973,0.518630
0.453212,0.173179,0.186234,0.187375,1,0,0,0,1,0,0,0,-1.035422,-0.456691,1.491215,-0.166537,-1.695328,0.141619,0.239389,0.251766,-2.904887,1.373654
0.376422,0.058044,0.463988,0.101546,0,0,0,1,0,0,1,0,-1.812774,-0.313025,-0.545543,0.268645,-1.602224,-0.147415,1.469048,3.413391,-1.231322,-0.094390
0.129453,0.359899,0.302611,0.208037,0,0,0,1,0,1,0,0,-1.042090,-0.133249,-0.594943,0.082463,2.312149,0.510920,-0.661782,-1.067566,-3.074697,0.853340
0.079884,0.568834,0.259567,0.091715,0,1,0,0,0,1,0,0,1.332540,0.197344,-1.101714,-0.504652,1.021510,0.271665,-1.643467,0.696371,0.944976,2.850900
0.404892,0.178776,0.246378,0.169954,1,0,0,0,1,0,0,0,-0.735348,0.634972,1.358948,-1.581332,0.057333,-1.092018,-0.450796,1.412630,-2.299473,-1.627059
0.486763,0.274535,0.115752,0.122951,1,0,0,0,1,0,0,0,-0.734460,-0.864971,-0.897653,-0.284548,-0.824916,0.210056,-1.425483,1.249285,-0.791655,0.768143
0.277998,0.317222,0.198468,0.206312,0,1,0,0,0,1,0,0,-0.017951,-0.667811,0.358585,-1.085800,-0.726293,-1.124831,0.710135,-0.820469,-1.678470,0.363854
0.070135,0.125310,0.099954,0.704601,0,0,0,1,0,0,0,1,0.773824,-0.617105,-1.662569,0.679442,-1.862796,0.753728,0.484104,-1.267263,1.173649,-1.022164
0.393554,0.236447,0.170185,0.199814,0,0,0,1,1,0,0,0,0.521072,1.426206,0.946055,-0.688739,-1.586108,0.477069,0.295312,-0.226233,-1.070854,-0.099656
0.472763,0.173966,0.178559,0.174712,0,1,0,0,1,0,0,0,-1.320369,1.269502,-1.264733,0.875745,-0.613445,0.348327,-0.442955,1.463824,-1.390449,-0.973542
0.476040,0.185186,0.177647,0.161127,1,0,0,0,1,0,0,0,0.839595,0.611434,-0.092280,-2.298223,-2.844855,-0.370313,1.759626,-0.194504,-0.699967,1.216406
0.558146,0.163589,0.189344,0.088921,1,0,0,0,1,0,0,0,0.264304,1.375850,3.324767,-0.511174,0.183825,-0.416199,-1.398307,0.568576,-0.928616,0.746410
0.059476,0.253631,0.456015,0.230878,0,0,1,0,0,0,1,0,1.763554,0.356657,0.543099,2.038206,0.403074,0.052134,-0.156560,-1.797152,-0.833706,0.372226
0.571362,0.084899,0.188640,0.155099,0,0,1,0,1,0,0,0,0.554489,-1.223017,2.599992,0.594389,-0.917004,-0.082982,-1.348398,1.495309,-0.165147,0.953305
0.165061,0.381337,0.290443,0.163159,0,0,1,0,0,1,0,0,0.135988,-0.031046,-1.388703,-0.271402,2.147038,-0.967443,-0.807374,3.299125,-2.621323,0.984199
0.104177,0.223106,0.115211,0.557506,0,0,0,1,0,0,0,1,0.910910,0.197478,-0.940685,0.631804,-0.716529,0.549961,-0.183940,-1.027083,0.613463,-0.782170
0.061872,0.319437,0.293282,0.325408,0,1,0,0,0,0,0,1,1.057842,-0.887754,1.636814,-0.527578,-1.454856,0.657325,-0.980662,-2.900008,-0.021846,-0.312497
0.571635,0.139137,0.162077,0.127151,1,0,0,0,1,0,0,0,0.493878,1.144593,0.910369,0.354544,-0.975242,-0.606975,1.704848,0.911882,-1.193218,-0.802063
0.027564,0.621876,0.341865,0.008696,0,0,1,0,0,1,0,0,-1.302960,0.505092,-2.520881,0.097047,1.531738,-1.654534,-2.282998,4.082630,-0.984997,-0.100062
0.230569,0.213742,0.139579,0.416110,0,0,0,1,0,0,0,1,-1.147387,0.511690,-0.988902,0.393330,-0.596302,1.258800,-1.071113,3.069631,1.020813,0.487587
0.048945,0.673214,0.063312,0.214529,0,1,0,0,0,1,0,0,-0.537515,-2.081979,1.721791,-0.693430,-1.112122,-0.522458,0.636660,-2.322621,1.170555,0.581364
0.152661,0.292329,0.445302,0.109708,0,0,1,0,0,0,1,0,0.110143,2.110165,-0.895020,-0.232237,1.497619,1.720614,1.191650,-0.074761,-0.345013,-1.415110
0.502040,0.112522,0.130760,0.254679,0,1,0,0,1,0,0,0,0.936518,-0.781931,-0.460760,0.662436,-2.645422,-1.381971,-1.259390,0.231318,-1.074621,0.052434
0.453212,0.173179,0.186234,0.187375,1,0,0,0,1,0,0,0,-0.709565,1.265419,2.696020,1.072426,-0.573024,-0.470679,-0.524191,0.155506,-1.801919,0.846018
0.044198,0.328170,0.539924,0.087708,0,0,1,0,0,0,1,0,-1.976670,0.426323,-1.230146,-0.537346,1.734613,-0.305523,-0.976375,1.559723,0.281886,-2.023424
0.270605,0.343125,0.182849,0.203421,0,1,0,0,0,1,0,0,0.249884,0.915623,1.691860,1.065038,-0.333183,-2.016173,0.063796,-1.271877,-1.706235,-0.733807
0.082706,0.265027,0.460714,0.191552,0,0,0,1,0,0,1,0,0.709580,0.120218,1.687456,-0.262338,1.473145,-0.451588,-0.446886,-0.098859,0.772575,-0.562610
0.571362,0.084899,0.188640,0.155099,1,0,0,0,1,0,0,0,1.115623,-0.887250,-0.063236,-0.585254,-2.284450,0.553540,-1.366119,1.225513,0.108756,1.531101
0.116667,0.411111,0.053333,0.418889,0,1,0,0,0,0,0,1,-1.521708,-1.405268,-1.525093,0.080318,-0.080929,-0.275557,-0.356336,-2.673446,4.286229,-0.346783
0.064171,0.684376,0.191865,0.059589,0,1,0,0,0,1,0,0,0.787047,-0.354427,-2.293772,0.465168,2.448693,0.210118,1.315110,2.044937,-0.191135,1.882161
0.365041,0.092645,0.082810,0.459504,0,1,0,0,0,0,0,1,-1.725286,-1.320834,-0.186014,0.992925,-2.996059,0.068650,1.517897,-0.778383,-0.294596,-1.263855
0.482365,0.189696,0.173696,0.154243,1,0,0,0,1,0,0,0,-0.802198,2.639215,-1.230294,-1.838292,-0.028878,-1.095443,-0.389623,1.831846,-0.816425,0.081756
0.358397,0.203106,0.246109,0.192388,1,0,0,0,1,0,0,0,-0.366922,1.105169,0.487471,-0.203647,0.288080,0.671347,-0.388520,2.016735,-0.505682,0.191015
0.160246,0.384533,0.378734,0.076487,0,0,1,0,0,1,0,0,-0.135339,-0.020886,-0.685707,-0.340398,2.332277,0.626050,0.807252,0.695032,-0.865920,-0.587062
0.159329,0.161454,0.109325,0.569891,0,0,0,1,0,0,0,1,-0.443961,-1.615098,-3.523119,-0.225843,-1.853115,0.641686,0.423736,-2.007258,-0.794853,0.670363
0.104177,0.223106,0.115211,0.557506,0,0,0,1,0,0,0,1,0.256446,0.592819,-1.731459,1.286330,-0.818437,-0.522159,0.866756,-1.006774,1.180893,0.068310
0.471460,0.116303,0.155885,0.256353,1,0,0,0,1,0,0,0,0.189815,-2.458508,-0.827570,1.694165,-2.540518,-0.668854,-0.019183,0.329088,-2.326183,0.833057
0.057209,0.336024,0.152155,0.454612,0,0,0,1,0,0,0,1,1.224570,-0.155507,3.629039,1.302236,-0.982791,-0.489921,0.842390,-0.871911,3.124028,1.590518
0.303221,0.333684,0.199682,0.163413,0,1,0,0,0,1,0,0,0.152096,0.272213,2.381868,-0.498550,-0.192246,1.939963,0.129758,3.775958,0.002758,-0.485097
0.319745,0.200827,0.120506,0.358922,0,0,0,1,0,0,0,1,-0.468937,0.024896,0.734646,-0.163399,-0.806377,2.033657,-0.690614,2.167487,1.385863,0.997631
0.209720,0.263780,0.087998,0.438502,0,0,0,1,0,0,0,1,1.381388,-2.028492,0.352658,-0.136458,-0.445994,0.918980,1.195023,1.326507,1.018994,-0.725113
0.059476,0.253631,0.456015,0.230878,0,0,1,0,0,0,1,0,2.225787,0.565130,1.064673,-0.195316,0.363001,-0.400893,-0.042661,-1.737118,-0.122500,1.245437
0.322952,0.223708,0.261274,0.192065,0,1,0,0,1,0,0,0,-0.224521,-0.011625,1.473874,0.425677,-0.103180,0.518898,-0.943326,-0.253226,-1.779019,-0.715711
0.339813,0.143684,0.117909,0.398594,0,0,0,1,0,0,0,1,-0.036740,1.079423,-2.601872,-0.015551,-0.506407,1.096333,-0.039095,1.216629,0.494156,-1.245116
0.027907,0.312890,0.414296,0.244907,0,1,0,0,0,0,1,0,0.901082,-0.398629,1.847204,0.641894,-0.022812,2.499027,-0.770931,-1.666992,-0.099126,0.594141
0.368781,0.221005,0.184852,0.225362,0,0,0,1,1,0,0,0,0.477029,0.721579,0.483692,-0.929190,0.144104,-1.346601,0.663209,1.234213,0.656847,0.136521
0.131122,0.197989,0.123155,0.547734,0,0,0,1,0,0,0,1,-0.668494,0.700345,-1.901678,-1.196281,-1.479841,1.898620,1.496475,-1.339749,0.603607,-0.289614
0.327558,0.400730,0.089860,0.181851,0,0,0,1,0,1,0,0,0.584745,0.181131,-2.483069,0.024655,0.634836,1.199196,-0.155744,2.329005,0.726907,0.107087
0.284059,0.245877,0.115149,0.354915,0,0,0,1,0,0,0,1,-0.577278,-0.394783,2.255688,-0.344972,-0.366090,-0.434011,0.487219,0.366758,0.689079,0.235110
0.261275,0.440004,0.227750,0.070971,0,1,0,0,0,1,0,0,-1.440330,1.149949,1.607766,0.880054,0.434613,-2.268510,1.827327,-0.787542,-3.464896,-1.061228
0.237997,0.284839,0.295840,0.181324,1,0,0,0,0,0,1,0,0.699540,1.318590,2.488220,-1.009832,0.144618,0.536658,-0.088912,-0.306040,-2.544113,-1.355742
0.064139,0.183313,0.485523,0.267026,0,0,1,0,0,0,1,0,2.105899,2.589178,0.414977,0.677366,0.776085,1.826680,-1.163738,-1.234729,-0.196495,-1.116281
0.094066,0.355738,0.121298,0.428898,0,0,0,1,0,0,0,1,-0.267146,1.478466,3.450179,0.471420,-1.790837,-0.321435,0.429055,-0.771797,1.042380,-0.766520
0.155728,0.106058,0.557610,0.180605,0,0,1,0,0,0,1,0,1.270677,-0.309711,-0.529290,-0.313855,-0.601330,0.479311,-0.818902,-2.539830,-0.220042,3.571968
0.472763,0.173966,0.178559,0.174712,1,0,0,0,1,0,0,0,-0.366666,-0.222909,-0.486750,0.325237,-1.948991,1.203476,0.028390,-0.044046,-0.509027,-0.600687
0.407347,0.128351,0.149751,0.314551,0,0,0,1,1,0,0,0,1.063220,-0.726764,-0.098075,-0.389232,-0.725712,0.247312,0.634767,0.467833,0.042841,-0.362367
0.222009,0.181528,0.329283,0.267180,1,0,0,0,0,0,1,0,3.203041,-1.334715,0.515991,-1.330449,-1.720668,-0.493699,-0.138578,-0.627699,-1.624480,-0.469058
0.359329,0.188320,0.261564,0.190787,0,1,0,0,1,0,0,0,0.202826,-0.150252,0.912745,-0.391282,-0.789893,0.368139,0.843620,-1.213725,-3.003975,2.436758
0.153667,0.154733,0.533825,0.157775,0,0,0,1,0,0,1,0,-0.027260,-0.617664,-0.156683,0.131942,1.193036,0.109121,-0.861049,-0.765991,-0.800706,-0.764447
0.011490,0.471065,0.277403,0.240041,0,1,0,0,0,1,0,0,-0.962095,0.753324,-3.228845,1.168635,1.730105,-2.461655,-2.311613,-1.540344,2.560449,0.430220
0.251054,0.342339,0.190524,0.216084,0,1,0,0,0,1,0,0,0.360419,-1.281533,0.231254,1.110969,-1.738439,-1.451533,0.348854,-0.959494,-1.114275,0.872334
0.139370,0.139134,0.636495,0.085000,0,0,1,0,0,0,1,0,-0.372743,0.647342,3.336724,0.502987,1.940826,0.146751,1.903698,0.185551,-0.381776,-0.005755
0.382611,0.160440,0.277323,0.179626,0,1,0,0,1,0,0,0,-1.210020,1.436748,-0.207117,-0.390797,-0.029398,0.100680,-1.002933,0.791208,-2.978790,-1.206469
0.287911,0.272767,0.191809,0.247512,0,1,0,0,1,0,0,0,-0.176196,-0.116167,0.848208,1.383293,-1.772268,-0.201657,-0.105695,-0.769125,-0.373092,1.016267
0.365314,0.297235,0.165372,0.172080,1,0,0,0,1,0,0,0,0.530707,-0.806537,-1.284463,-0.829215,0.780833,0.572559,0.116988,2.206996,0.196997,-0.590241
0.277568,0.075924,0.282874,0.363634,0,0,0,1,0,0,0,1,-1.081254,0.401482,-1.914624,-0.627864,-1.941346,0.535330,-0.849369,3.205658,-2.973560,0.177573
0.084154,0.510907,0.110099,0.294841,0,1,0,0,0,1,0,0,0.117713,2.447208,2.177959,-0.803337,-0.883093,-1.617042,0.561912,-2.930930,0.958906,0.921857
0.315374,0.164519,0.332314,0.187793,1,0,0,0,0,0,1,0,1.737393,-1.015181,-1.327207,-1.070719,0.121563,-0.549928,-0.699389,1.917979,-0.680445,-0.368576
0.395575,0.170750,0.273693,0.159982,0,0,1,0,1,0,0,0,-0.141143,-0.114081,2.650970,-1.782645,-0.550996,-1.142356,0.283336,0.600669,-0.643543,-0.376639
0.126617,0.459893,0.284660,0.128829,1,0,0,0,0,1,0,0,0.252130,-2.131001,-0.973048,-1.082316,1.624045,-0.133728,-0.377934,1.798817,2.458301,0.322531
0.031133,0.288789,0.360905,0.319173,0,0,1,0,0,0,1,0,0.106789,1.816518,0.265974,0.511074,0.672383,-0.083305,-1.479902,-0.773461,0.255455,1.348514
0.019506,0.299158,0.672640,0.008696,0,0,1,0,0,0,1,0,-1.630248,0.563774,-0.363405,0.741060,1.376782,0.166903,0.406446,2.756012,-1.473302,-0.380806
0.159563,0.433310,0.329917,0.077210,0,0,1,0,0,1,0,0,0.577039,0.752821,-0.254827,0.540215,3.278646,0.473369,-0.644249,2.239940,-2.940258,1.650369
0.111713,0.384100,0.103440,0.400746,0,1,0,0,0,0,0,1,0.557246,-0.658620,0.612421,0.039601,-1.174388,1.401943,1.696413,-0.617033,0.672877,-1.564367
0.272905,0.119376,0.243985,0.363733,0,0,0,1,0,0,0,1,0.220441,-0.339310,-3.770949,-0.657523,-1.538948,0.676508,-0.659694,4.443675,-2.803446,0.585413
0.284059,0.245877,0.115149,0.354915,0,0,0,1,0,0,0,1,-0.859332,-1.375440,0.879560,-0.311608,-0.447858,-0.821492,-0.792272,1.348829,3.257164,-0.288589
0.363500,0.194964,0.160675,0.280862,1,0,0,0,1,0,0,0,-0.613103,1.556085,1.779324,-0.330030,-0.746749,-0.337530,-0.012234,0.104595,-0.099284,-0.486011
0.121154,0.502168,0.234170,0.142508,0,1,0,0,0,1,0,0,-0.273905,0.270058,-1.122019,-0.518868,1.077538,1.617614,-0.881019,0.638630,1.562251,1.361118
0.108840,0.179654,0.154100,0.557406,0,0,0,1,0,0,0,1,0.159465,-0.229158,-1.243888,-1.599559,-1.064651,1.062029,-1.033726,-1.033638,1.024422,-1.131292
0.057209,0.536024,0.102155,0.304612,0,1,0,0,0,1,0,0,-0.988755,-1.333392,2.212699,-0.376535,-0.998849,1.461921,-0.237193,-2.417344,0.759218,-2.187118
0.272010,0.265957,0.159148,0.302884,0,0,0,1,0,0,0,1,-0.730715,-2.027326,-0.742817,-0.351441,-0.512616,1.427158,0.978522,2.878047,-0.356527,0.537942
0.057209,0.425310,0.120012,0.397469,0,1,0,0,0,1,0,0,0.079386,-0.028537,1.214808,0.067713,-0.775024,-0.414667,-0.168610,-0.924894,0.483832,-0.380004
0.271460,0.116303,0.355885,0.256353,0,0,1,0,0,0,1,0,-0.070522,-2.356218,1.565467,-0.542426,-1.485723,0.950460,0.922213,1.693136,-1.195524,0.330599
0.573656,0.123966,0.159809,0.142569,1,0,0,0,1,0,0,0,-3.120340,0.625991,-1.151151,-1.076469,-0.803731,2.869645,-1.100304,1.027282,-1.195884,-1.140053
0.081114,0.531434,0.315924,0.071529,0,1,0,0,0,1,0,0,0.193759,0.267014,-1.712424,0.086004,1.227259,-0.677038,1.850155,-0.023064,1.891749,0.290280
0.252450,0.180095,0.110639,0.456815,0,0,0,1,0,0,0,1,-0.421527,-1.644491,0.635980,-0.776993,-1.446065,1.701991,0.850795,1.471237,0.285901,1.146735
0.069994,0.513825,0.265640,0.150541,0,1,0,0,0,1,0,0,-0.751781,0.959336,-2.517049,0.029879,1.932579,-0.671800,0.340565,0.073302,1.638851,0.492584
0.251054,0.342339,0.190524,0.216084,1,0,0,0,0,1,0,0,0.769307,0.366521,2.454082,0.404320,-1.141733,-0.378919,-0.396145,-0.914724,-2.396157,1.277784
0.057209,0.536024,0.102155,0.304612,0,1,0,0,0,1,0,0,0.617587,-0.507475,2.913292,0.461532,-0.681418,0.080960,-0.034751,-3.018937,2.700151,1.769772
0.256552,0.290365,0.151050,0.302033,1,0,0,0,0,0,0,1,-0.300744,-0.313732,0.563062,-0.381828,-3.453522,-1.184381,-0.949395,-0.942227,-1.799050,0.343116
0.196806,0.243630,0.110951,0.448613,0,0,0,1,0,0,0,1,-1.479085,0.578766,-1.003415,-0.147114,-0.954526,-1.418344,-0.032618,-0.886054,1.467940,-0.893810
0.271918,0.119500,0.266931,0.341651,1,0,0,0,0,0,0,1,-0.166413,-2.192314,-0.818092,0.191747,0.009291,0.186465,-0.853512,1.531820,0.274726,-0.412392
0.251054,0.342339,0.190524,0.216084,1,0,0,0,0,1,0,0,0.189066,0.375773,3.124482,1.374568,-0.669738,-0.362524,-0.211442,-1.039217,-0.515501,0.181201
0.144033,0.095682,0.675384,0.084901,0,0,1,0,0,0,1,0,0.737807,0.632185,3.219729,-0.871622,2.566508,-0.581338,-1.240461,0.424991,-2.781731,0.443953
0.159329,0.161454,0.109325,0.569891,0,0,0,1,0,0,0,1,-0.153322,-0.879843,-2.366636,-0.670311,-1.084621,-1.280819,-0.068704,-1.585231,-0.604262,0.610049
0.064514,0.255456,0.470276,0.209753,0,0,1,0,0,0,1,0,0.482990,-1.293352,0.373592,1.579961,0.718078,0.851884,-0.162037,-1.462209,-1.408154,0.656111
0.496605,0.110679,0.136234,0.256482,0,0,0,1,1,0,0,0,0.137534,0.304942,1.184997,-1.260864,-3.117957,3.015167,0.164637,2.284136,-2.396079,0.277215
0.358397,0.203106,0.246109,0.192388,0,0,1,0,1,0,0,0,0.070436,-1.266695,0.432180,0.212774,-0.165283,0.956350,-0.370243,0.679996,0.086723,-0.280644
0.056607,0.315866,0.418239,0.209288,0,0,1,0,0,0,1,0,2.194127,-0.974585,-1.462893,1.686226,-0.009656,0.878569,-0.719336,-1.966166,-0.911403,0.131289
0.104177,0.223106,0.115211,0.557506,0,0,0,1,0,0,0,1,0.170129,0.637979,-0.383846,0.719308,-0.199555,0.206308,0.778539,-0.781753,0.620414,-2.383059
0.067740,0.292441,0.398858,0.240961,0,0,1,0,0,0,1,0,0.157245,0.885489,0.576312,0.350074,0.278299,-1.004687,-0.745367,-1.862817,-1.318307,-0.043141
0.077278,0.278881,0.110668,0.533173,0,0,0,1,0,0,0,1,0.590769,-0.673688,-0.036247,-0.225298,-1.609817,-0.892487,0.404992,-0.899335,1.235300,0.597131
